collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_price,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Elektronik,laptop,HP Spectre x360 14,Baru,19809180.31805395,58147049.868665256,True,4619.0,975926,0,1274191,1149502,9986743,33571202,0,3197743.442590812,19131021,0,0,1500028,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,9692503.093519583,28569985.435316402,True,3164.0,1113320,0,922417,794534,0,32559749,2776945,2972840.276546274,16448048,4931431,4261861,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1920 m2 pinggiran kota Depok,,24020432640.0,32720458696.807976,True,,1479226,0,900324,909400,0,34657072,3300071,2870027.676218575,0,2627230,4544280,1401158,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 278 m2 Batam,Baru,1272350325.0,1866379750.4180365,True,,1890209,0,843161,1452076,0,23958035,2083131,1929086.8361152178,11148801,0,0,596287,0,72024,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3971 m2 pinggiran kota Tangerang,,41731973635.0,32348832925.206955,True,,1498793,3775700,1013041,662347,6963056,11194303,0,965960.7108537297,0,0,1108279,0,3239334,1607018,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4147 m2 pedesaan Bantul,,15131391132.0,20808822935.3806,True,2850.0,971125,5421162,761810,360274,8376531,5351038,4099706,387996.5411044813,0,0,0,2513723,0,2074687,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Lexus ES,Baru,1741786424.2274768,2135712888.0123038,True,,1133761,0,1096910,1260901,0,15529529,0,869488.1553168711,0,4380359,3296469,1920702,3719302,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Baru,39060694.57618885,97627912.30293813,True,9113.0,1464910,0,987113,1477805,0,27822499,0,2261727.196880628,3463508,1944756,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,14765222.811612228,17400234.58661663,True,5060.0,518242,1832575,1157894,895503,0,24001055,2457368,1727366.5576976438,5309557,0,0,0,0,4114866,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1068 m2 pedesaan Gresik,,5817168516.0,17064088564.008688,True,4688.0,1822221,0,1357051,1235944,0,34552117,0,2833758.057761135,0,0,0,0,3601458,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,11650463.596676288,27932574.656970855,True,9903.0,839234,0,1445288,1435232,3993135,24066426,0,1863260.9462427162,0,0,1639842,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,949405.0435204329,1831785.1874360568,True,2559.0,1151831,8355705,839476,1013812,0,28005261,0,2175377.632791759,7110391,0,0,4259017,0,3422889,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Baru,13357389.765165493,21021242.156725526,True,5302.0,1155138,0,906257,1130539,0,9644112,0,871599.9335478626,10510633,863644,4798583,4339431,3128090,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata opal,,752181.5986314575,1116443.125212389,True,3857.0,1014259,2524722,754587,969847,4477534,9959477,0,868185.9909282532,17064844,3768523,4276160,0,2162105,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Baru,38060000.0,77675670.0518584,True,2231.0,1535522,0,1188859,1403772,0,5303545,0,347257.8086403646,0,0,0,0,0,2377957,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata biru,,940623.3418406601,1860075.4433584323,True,3840.0,439583,0,862054,1404138,8240957,34825034,2625453,3163713.4451563647,17270332,354737,2300342,0,2788634,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,14239209.446801784,31512780.35069648,True,3033.0,1169374,0,833015,1157643,3195090,25654489,3221193,2089959.1382659108,0,0,0,1674785,4513252,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Baru,47965394.14059255,47915509.94691917,False,1802.0,922346,0,1260447,594212,0,28967820,4040184,2201652.5425435407,6639644,0,0,803005,0,4103242,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Baru,14859616.894801771,15753215.275020016,False,2760.0,1819976,0,1214301,1032296,7833646,32101721,0,3026992.1428567423,15055647,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat dengan setting halo,,24666774.12659112,39872898.83526647,True,2372.0,663009,2610082,912279,1270813,6822255,25432731,0,1969537.584749228,1871597,3057713,0,4249820,62105,543538,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2153 m2 pinggiran kota Surabaya Utara,,20880663812.0,49967588780.53665,True,4610.0,873405,0,1394734,1341983,0,17858984,3954823,905827.4384562853,1099941,0,0,0,4123372,0,2,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 197 m2 Surabaya Timur,Baru,1976946888.0,2293267105.2332745,True,3756.0,910391,3391555,925128,487496,5855741,28194314,1253872,2336059.2013002103,17118986,4225706,0,4584708,0,1790572,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Bekas,12099236.083207365,16292472.7793471,True,3514.0,1182359,1512387,758407,938690,7551674,21834592,1331597,1792274.1563582248,10512592,3841733,1847334,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 130 m2 Bekasi,Baru,1668775491.0,2381619457.9411445,True,3711.0,270628,0,1496722,774949,0,15043680,3609654,1493026.538865185,0,819184,0,0,4110924,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4270 m2 pinggiran kota Tangerang,,58687806590.0,117911490772.13948,True,4392.0,471639,0,834857,437336,4317356,11015829,4652505,938518.5195812621,0,0,2752797,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 50 gram,,58687806590.0,143250223886.9478,True,5895.0,1137080,0,838336,564172,9858021,24016453,3657365,1596821.2159161218,0,0,0,0,4981297,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 265 m2 Mojokerto,Bekas,469458388.0,837049994.3954425,True,3431.0,404768,6873892,757763,625680,9388132,17572217,0,1077230.530261896,10343329,4623112,346748,0,0,1599271,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 282 m2 Depok,Bekas,928275640.0,2130841685.6130662,True,,259881,9676764,1350641,814348,3020753,10027297,4999535,723508.034242493,13465791,0,1211192,2908657,2486683,3484549,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,10635463.212799424,17716211.468395416,True,7297.0,1355563,0,1349772,908578,0,20347576,4047445,1476354.4257970883,0,0,2402108,0,3904345,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3686 m2 pinggiran kota Tangerang,,45351489804.0,109548638817.36125,True,2122.0,1520185,0,920310,1018670,0,19854327,0,1538699.5380929816,0,0,1959571,2549632,0,1137155,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,29286343.35278406,44684711.54644388,True,8076.0,1733089,4560006,957548,1087790,0,23857585,0,2075811.7670962536,15968961,3948533,0,1202193,0,1614387,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,OPPO Find X5 Pro,Bekas,14736728.461740255,42071532.43977809,True,8371.0,1380559,0,1295165,891123,0,5886867,0,482670.48023626604,0,0,1914139,1597707,0,2341812,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung perak sterling dengan liontin berlian tunggal,,653205.5951525643,692241.9129194596,True,,883717,0,1493704,897238,4317859,34286116,0,3169365.967179362,3948527,0,0,0,4029111,1952801,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin tunangan berlian solitaire 1 karat dengan setting halo,,28278990.718616586,34729748.5257123,True,5967.0,1901325,0,1285823,1444602,2838442,16009611,0,1598728.334970641,0,357566,1727092,0,0,0,6,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 25 gram,,28278990.718616586,24366546.43076132,True,7432.0,616016,0,1406555,1370693,0,28846974,0,2843902.750848466,13370437,0,976708,0,4635662,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 100 gram,,28278990.718616586,57481570.574304156,True,9218.0,714516,0,908921,615200,6669897,19327809,4295037,1513614.6434268733,13973775,3275147,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Bekas,15830916.938977897,33362120.6326916,True,4442.0,505651,0,1177275,1477843,0,16376300,4402569,1271488.459003476,0,206173,1786218,3869578,4232461,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Bekas,14912586.811613591,22563789.120643258,False,3332.0,1611249,3414379,1403266,893431,7684463,28328585,1620357,2242793.243805867,2389845,4839747,1608408,0,0,3398043,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3601 m2 pedesaan Sidoarjo,,16567992142.0,25538367278.979046,True,8693.0,1026753,0,1411534,1478227,0,16867016,0,927996.3200616462,10842288,1371434,0,0,0,3438616,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3837 m2 perkotaan Yogyakarta,,21914611104.0,52845173776.51129,True,1974.0,1305023,9170639,1269385,1090115,0,18423667,3281511,1787733.4983200983,15826707,0,0,0,0,1416719,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Bekas,33518358.790456552,70480579.77583444,True,5340.0,577248,0,863610,1052577,3773679,30304494,0,2075653.3911273947,16451090,0,1314630,0,0,3835949,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Honda CBR 150R,Bekas,31974005.933074176,19795402.930916365,True,7444.0,662180,1740043,1391847,590441,9548617,14393718,0,986282.2898780804,0,3800830,0,334283,0,0,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Bekas,17570992.167755436,45293714.5070511,True,3663.0,524951,0,1166325,1271865,6918257,13800809,0,971527.8999119073,0,1586004,3173895,3725604,0,1710986,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,14230667.375384066,19088451.94370175,True,3033.0,1680178,4598584,1089197,1095437,0,34063978,0,3323560.2471320294,0,1878877,0,0,0,1169745,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Terios,Baru,212212704.38730103,376191876.8618525,True,3534.0,1809055,0,1235767,778178,2406822,24837821,0,2382393.9154386222,10447274,0,2245097,4368369,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Baru,1490371670.1822371,1307724048.8914504,True,7440.0,1905412,3643745,1464935,614566,0,26091734,0,1361846.232158275,18246023,3056432,0,0,823148,329709,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1836 m2 pedesaan Depok Timur,,9894624444.0,14448671230.837746,True,5528.0,1796920,6380195,1182222,884617,4037778,27049155,0,1989854.81428448,0,4736326,1098430,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,3685 m2 pinggiran kota Depok,,48693365215.0,137961651759.685,True,8682.0,1540535,9977651,831010,993051,0,27010036,2786625,1477080.561453586,5432530,1708208,4522217,3393040,2254028,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2440 m2 pedesaan Depok Timur,,14042139000.0,15246391440.369926,True,,961256,8681311,1377465,491204,9511960,30205002,2900062,1615367.1342055132,0,0,434726,0,0,4313841,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Baru,47496117.48099501,40684180.976491466,False,6248.0,794807,8871845,1347206,1034299,9989017,28666447,2145640,2479860.431588333,0,253202,1708595,785368,967119,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Bekas,10547242561.525295,22691132507.86112,True,1091.0,810453,0,1108510,1323985,5480565,20640463,0,1167816.9444711572,0,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,15678546.802362705,33669048.301656775,True,5799.0,941199,9290095,1220834,974797,2864088,17438620,2348004,1023754.2878698437,14560244,1184063,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 53 m2 Mojokerto,Baru,900921838.0,840435722.4316604,True,3246.0,624653,0,1181114,1418695,0,34625734,2606378,3449680.569061948,11274949,0,0,199508,3811484,3924949,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 298 m2 Surabaya,Bekas,1977550829.0,1304804692.987115,False,4206.0,1188598,7316608,1497542,891579,6474111,32418579,0,2752246.6369074895,0,0,230122,3596923,1251194,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Daihatsu Terios,Baru,229823680.53790265,155381875.77239534,True,5463.0,1349574,0,938272,1394260,0,9887517,0,809567.6035601464,17960944,4242034,4651007,615587,0,314933,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Bekas,7676641.114775683,4609927.5615546405,True,8638.0,1038254,3866282,1038078,778073,0,30033973,2370557,2202336.737851973,0,2897842,1171316,0,0,1581381,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin solitaire emas kuning 18 karat dengan berlian 0,5 karat",,11534200.61047071,8486779.137400564,True,,605830,2430458,1440329,1492423,3116538,24179827,0,1616504.8083020356,0,0,0,0,594134,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Bekas,13555453.847404072,9892447.940460254,True,7419.0,542087,0,859045,448576,4932432,29815577,0,1930138.8739192637,14162008,0,0,4177792,0,3862509,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Porsche 911,Bekas,7684673301.434816,5063671674.050793,True,8943.0,638700,8227320,1459140,1341223,5805489,28946516,4472051,1808286.8772857487,0,0,4322677,2056347,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Bekas,15791136.910277173,33020164.13839805,True,5958.0,1585062,0,1022727,629166,9380145,24905827,4556642,2155416.0735651054,721842,1466228,1136721,3901474,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,14794930.584377576,30963253.30945217,True,8442.0,522184,0,1264704,1260318,8355543,10944948,3333933,1054961.3333239343,12747769,3103381,0,4298126,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 117 m2 Sleman,Baru,912437169.0,1723723691.0151477,True,9398.0,564569,8433859,1194838,382050,0,18449231,0,1180117.9032571062,0,0,0,4183593,3240642,4566359,1,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Elektronik,Televisi,Sony A95K,Baru,26682915.25995908,39431742.32206865,True,5750.0,1455256,0,1423606,653289,0,24485489,1295870,2346701.989297565,18146909,0,0,0,3529823,2674022,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Baru,21728305.662601355,37676727.7288214,True,,952240,0,794218,510275,0,27468316,0,2311544.6509830705,0,0,0,0,977157,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin berlian dengan setting halo,,17630193.98905754,40672735.75343716,True,2228.0,939831,0,1275338,1102516,3010275,5009145,0,416248.71622578445,14999778,0,0,2940097,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 272 m2 Semarang,Baru,552594757.0,1174031357.2888076,True,1699.0,585079,0,834321,911596,3958347,5003082,0,363829.2522803027,14207130,1590405,1574250,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 180 m2 Batam,Baru,1800988646.0,1203487738.8662531,True,1568.0,658149,0,1388583,1148217,2313905,13071889,2779530,926470.3044348618,0,4302827,3332262,1493304,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 168 m2 Depok,Baru,1448868561.0,2813451978.482851,True,6827.0,1442683,0,1436280,1046696,0,9105165,0,622721.3825509859,0,0,3522953,4947890,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor bebek,Honda Supra X 125,Baru,8646700.641748525,14712624.175553191,True,1572.0,609896,0,1420255,712601,3589308,33725651,3536533,2677817.4149793377,0,0,2863727,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Samsung Galaxy S23 Ultra,Baru,21388089.900981568,60431430.42646462,True,3209.0,1451771,5650907,1470427,871077,9135002,32596523,0,2763966.3115625293,6926331,0,0,0,1956773,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,10618544.894846277,9679977.018813469,True,6753.0,1662723,4192438,1255713,1042741,0,5302553,4525115,478501.97092848603,5378944,1715242,136881,0,0,0,1,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,"Anting-anting berlian 0,5 karat with emas kuning 22K",,13974654.404856421,32553747.54115863,False,8948.0,354205,2233014,1278560,781868,0,9712922,0,729334.0003283893,0,913856,0,4023071,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 100 gram,,13974654.404856421,21625906.154091217,True,3138.0,1951643,2362825,1093861,1334487,0,17317310,3122018,1229988.8532698588,0,0,4660877,0,280345,4563257,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
